"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"1613","#сядьзатекст#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1614","#Эквилибриум,","#сядьзатекст","#свободуполитзаключенным","#нетрепрессиям","#Repost","#сядьзатекст","#московскоедело","#сядьзатекст",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1615","#Repost","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616","#сядьзатекст#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617","#сядьзатекст","#московскоедело","#свободуполитзаключённым","#павелустинов","#айдаргубайдулин","#егоржуков","#константинкотов","#владиславсиница","#свобода","#россия",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618","#сядьзатекст","#московскоедело","#свободупавлуустинову","#свободуполитзаключенным","#свободусамариддинураджабову","#свободуегоружукову",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1619","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1620","#сядьзатекст","#московскоедело","#данилбеглец","#кирилжуков","#павелустинов","#евгенийковаленко","#константинкотов","#иванподкопаев","#владиславсиница",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622","#сядьзатекст","#московскоедело","#свободупавлуустинову","#свободуполитзаключенным",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623","#ямыпавелустинов","#ямывсястрана","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1624","#сядьзатекст","#сектаблаженныхлюдей","#likeforlikes","#followforfollowback","#photooftheday","#russiangirlsgram","#гнилаявласть","#политикапутина","#росея","#свободупавлуустинову","#ямыпавелустинов","#россиящедраядуша","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626","#сядьзатекст","#московскоедело","#ямывсястрана",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627","#сядьзатекст","#московскоедело","#свободуполитзаключённым","#НиколайНосов","#НезнайканаЛуне","#Полицияроссии","#росгвардия",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1628","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632","#сядьзатекс","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634","#московскоедело","#сядьзатекст","#свободуполитзаключенным",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635","#Oxxxymiron","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637","#московскоедело","#статьянайдется","#freeomonbot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1638","#сядьзатекст,","#сядьзатекст","#московскоедело","#ОЧКИ","#твое","#парень","#инстаграмроссия","#РОССИЯБУДЕТСВОБОДНОЙ","#россия","#оксимирон","#oxxxymiron","#zolla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639","#сядьзатекст","#московскоедело","#затекст",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640","#сядьзатекст","#классика","#равенство","#свобода","#произвол","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642","#Repost","#сядьзатекст","#московскоедело","#сядьзатекст",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","#сядьзатекст","#свободуполитзаключенным","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644","#сядьзатекст#московскоедело#loversstyle#tomboylook#lgbt_russia_#tomboymodel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646","#сядьзатекст","#московскоедело","#горин","#ремарк","#церковь","#власть",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","#Repost","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1648","#московскоедело","#немолчать","#ямы",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649","#московскоедело","#свободу",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650","#московскоедело","#сядьзатекст",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651","#сядьзатекст#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653","#московскоедело","#сядьзатекст",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654","#московскоедело","#ямывсястрана","#сядьзатекст",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656","#сядьзатекст","#московскоедело","#ямыпавелуустинов","#ямывсястрана","#немолчи","#хватит",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657","#сядьзатекст","#московскоедело","#свобода","#ямыпавелустинов","#ямывсястрана","#Чтодумаешьты","#нельзямолчать",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658","#сядьзатекст",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659","#сядьзатекст","#московскоедело","#свободуполитзаключенным",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660","#свободуполитзаключенным","#московскоедело","#отпускай","#допускай","#умноеголосование","#сядьзатекст","#мандельштам","#свободу_константину_котову","#свободу_егору_жукову","#свободу_даниле_беглецу","#свободу_кириллу_жукову","#свободу_евгению_коваленко","#свободу_павлу_устинову","#свободу_сергею_абаничеву","#свободу_алексею_миняйло","#свободу_самариддину_раджабову","#свободу_никите_чирцову","#свободу_эдуарду_малышевскому","#свободу_сергею_фомину","#свободу_ивану_подкопаеву","#гражданскаяпозиция","#выборы2019","#искусство","#флешмоб","#стихи","#стихотворение","#поэзия",NA,NA,NA,NA
"1661","#сядьзатекст","#ямыпавелустинов","#московскоедело","#РОССИЯ","#москва","#ямыстрана","#беспредел",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662","#сядьзатекст","#московскоедело","#свободуполитзаключенным","#россия","#рф","#президент",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663","#thehatters","#hatters","#шляпники","#thehatterstour","#музыченко","#россия","#казахстан","#киргизия","#москва","#питер","#смоленск","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664","#московскоедело","#сядьзатекст","#crimea","#me","#alternative","#black","#goodvibes","#lingerie","#tattoos","#brunette","#withe","#blackandwhite","#alien","#wolf","#sleevetattoo","#smile","#flowerstattoo","#future","#white","#alternative","#московскоедело","#сядьзатекст",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665","#сядьзатекст","#московскоедело","#поэзия","#классика","#лермонтов","#россия",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667","#МосковскоеДело","#сядьзатекст",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668","#спорт","#воркаут","#турник","#семья","#отношения","#дети","#любовь","#психолог","#москва","#lifestyle","#лайфстайл","#жилибыли","#заебись","#мужик","#жена","#питер","#новости","#нижний","#битвазахайп","#атлет","#спортсмен","#каменныелица","#саморазвитие","#обучение","#молодойотец","#батя","#кайф","#сядьзатекст","#московскоедело",NA,NA
"1669","#страпон","#полиция","#свобода","#выборы","#москва","#strap-on","#конституция","#police","#freedom","#elections","#Dumaelections","#moscow","#oilpainting","#oil","#canvas","#contemporaryart","#art","#artist","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1670","#семья","#работа","#life","#дети","#зеркало","#кокос","#душапоет","#рукожоп","#отец","#москва","#питер","#краснодар","#екатеринбург","#владивосток","#сядьзатекст","#московскоедело","#павелустинов#битвазахайп","#каменныелица",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671","#мужскойблог","#мысли","#семья","#отношения","#беременность","#ответственность","#выходной","#любовь","#сядьзатекст","#московскоедело","#павелустинов","#каменныелица","#битвазахайп",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1672","#fs13","#rap","#новаяшкола","#новаяшколарэпа","#рэп","#русскийрэп","#кот","#коты#сядьзатекст#устинов#московскоедело","#татуха#newschoolhiphop#newschoolrap#казаньтату","#казань","#котики","#свобода","#тюрьма","#наколки","#совесть",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673","#ямыпавелустинов","#ямывсястрана","#протест","#московскоедело","#москва","#массовыебеспорядки",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674","#стритарт","#московскоедело","#современноеискусство","#арт",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675","#сядьзатекст#московскоедело#свободуполитзаключенным",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1677","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678","#сядьзатекст","#московскоедело","#дело212","#стыдностоятьвстороне",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1679","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680","#сядьзатекст#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681","#сядьзатекст","#московскоедело","#deep_ex_sense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682","#Repost","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1683","#Repost","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686","#московскоедело","#сядьзатекст",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689","#сядьзатекст","#московскоедело","#россия","#россия2019","#сибирь","#siberia","#иркутск","#russia2019","#конституцияРФ","#свободуполитзаключенным",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","#МосковскоеДело","#Russia","#россия","#политка","#politics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","#сядьзатекст","#московскоедело","#ямывсястрана",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694","#сядьзатекст","#свободупавлуустинову","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698","#сядьзатекст","#московскоедело","#дело212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699","#Repost","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700","#московскоедело","#сядьзатекст","#россиябудетсвободной",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","#сядьзатекст","#московскоедело","#oxxxymiron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707","#сядьзатекст","#московскоедело","#свободуполитзаключенным","#свободупавлуустинову",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708","#московскоедело","#свободуполитзаключенным","#свободупавлуустинову",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710","#сядьзатекст#московскоедело#гильzа#2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712","#свободуполитзаключенным","#ямывсястрана","#ямыроссия","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","#сядьзатекст","#oxxxymiron","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714","#сядьзатекст#московскоедело","#ямывсястрана","#ямыгражданин","#свободупавлуустинову","#свободуегоружукову","#свободуконстантинукотову","#свободуалексеюминяйло","#свободукириллужукову","#свободуданилебеглецу","#ямыпавелустинов","#ямыиванголунов","#стыдностоятьвстороне","#докажичтоневсеравно",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715","#московскоедело#ямывсястрана#solidarite#давайпоговорим#актеры#конечносамопиар",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716","#сядьзатекст","#московскоедело","#laylaural","#russia","#ozersk74","#ozersk","#россия","#озёрск74","#russiatoday","#zatext",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717","#Repost","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718","#московскоедело","#сядьзатекст",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720","#московскоедело","#сядьзатекст","#ямывсястрана",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","#московскоедело","#свободупавлуустинову","#свободувсем",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","#сядьзатекст","#московскоедело","#рожденбытьсвободным",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","#Repost","#сядьзатекст","#московскоедело","#сядьзатекст",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727","#mercedes","#mercedesbenz","#mercedesbenzamg","#mercedesclub","#mercedesbenzclub","#amg_63_55","#amgclub","#amglove","#amgpower","#amglife","#amg63","#amg","#amgperformance","#luxurycars","#amgaddict","#amggang","#amglovers","#4matic","#germancars","#cars","#amggram","#affalterbach","#eclass","#e63s","#e63","#w213","#e63samg","#мерседес#сядьзатекст#московскоедело",NA,NA,NA
